Address_ID,Timestamp,Do.you.agree.to.participate.in.this.study.,X2..GPS.Coordinates.of.the.Shop,X3..Market.Name,X4...Group.,X5..Section,X6..Line,X7..Block.Number,X8..Shop.Number..Visible.Tag.,X9..Shop.Number..Count.,X10..Shop.Level,X11..Shop.Occupancy.Status,X12..Locked.Up.Status,X13..Shop.Type,X15..Position.in.Shop,X17..How.many.people.work.in.your.shop.each.day.,X18..Shop.Opening.Time,X19..Shop.Closing.Time,X20..Does.the.shop.owner.have.a.bank.account.,X21..Name.of.Bank.1,X22..Name.of.Bank.2,X23..Does.the.shop.owner.Have..a.smart.phone.,X24..Which.payment.platform.have.you.used.,X25..If.you.could.save.money.on.Electricity.would.you.be.willing.to.use.some.on.the.savings.to.fund.value.added.services.such.as.pensions..Healthcare.or.Educational.savings.plans,X26...What.would.be.your.First.Choice.for.value.added.Services,X27..What.would.be.the.second.choice.for.value.added.services,X28..What.would.be.the.Third.choice.for.value.added.services,X29..Is.There.Electricity.Supply.In.The.Shop.,X30..Do.You.Need.More.Hours.of.Electricity.In.This.Shop.,X31..Is.there.a.supply.of.electricity.for.this.shop.from.the.grid.utility..local.discos.NEPA.PHCN..connected.directly.to.this.shop..not.a.shared.connection.from.outside..,X32..How.frequent.do.you.pay.for.this.electricity,X33..How.Much.Do.you.Pay.for.grid.utility.service...local.disco.NEPA.PHCN.etc...during.the.payment.period.you.mentioned.before.,X34..Total.hours.of.power.interruption.from.the.grid.in.a.week.,X35..Is.there.a.supply.of.electricity.from.a..merger..generators.,X36..How.frequently.do.you.pay.for.this.electricity.supply..merger.,X37..How.Much.Do.You.Pay.For.electricity.from.the.merger.Generator..during.the.payment.period.you.mentioned.before.,X47..Total.amount.of.money.spent.on.fuel.for.all.generators..during.the.payment.period.you.mentioned.before.,X48..How.long.do.you.typically.run.the.generator.daily..in.hours..,X49..On.the.most.recent.workday..how.many.hours.of.generator.power.did.this.shop.use.,X51..What.price.do.you.typically.pay.for.fuel..Naira...liter..,X64..Which.appliance.is.the.most.important.for.your.business.to.function.properly,X65..Which.appliance.is.the.Second.most.important.for.your.business.to.function.properly,X66..Which.appliance.is.the.Third.most.important.for.your.business.to.function.properly,Latitude,Longitude
Ngwa--SEC(A)--LIN(187)--BL(1)--SNUM(3723)--SLEV(0),2022-03-29 14:28:35,Accept,"5.10xxxx, 7.36xxxx",Ngwa Road Market,Closed Shop,SECTION A,187,1,3723,2.0,GROUND FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.1,7.36
Onitsha--SEC(A)--LIN(1)--BL(1)--SNUM(135)--SLEV(GROUND FLOOR),2022-06-04 14:53:00,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,SECTION A,1,1,135,10.0,GROUND FLOOR,SHED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
Onitsha--SEC(A)--LIN(1)--BL(2)--SNUM(283)--SLEV(FIRST FLOOR),2022-05-24 12:59:22,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Closed Shop,SECTION A,1,2,283,202.0,FIRST FLOOR,LOCKED UP,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
Margaret--SEC(D)--LIN(6)--BL(7)--SNUM(4854)--SLEV(0),2022-04-05 12:38:00,Accept,"6.31xxxx, 8.12xxxx",Margaret Umahi Market,Closed Shop,SECTION D,6,7,4854,3.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,COLD DRINKS SELLER,Owner,3 to 5,7:00 AM,6:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,"Quickteller , Remitta",FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.31,8.12
Babban-Kasuwa--SEC(SECTION A)--LIN(LINE 2)--BL(BLOCK C)--SNUM(239)--SLEV(0),2022-04-12 12:09:00,Accept,"10.2xxxx2, 11.1xxxx6",Babban Kasuwa,Closed Shop,SECTION A,LINE 2,BLOCK C,239,3.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,COLD DRINKS SELLER,Owner,3 to 5,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.2,11.1
MDA--SEC(SECTION A)--LIN(LINE 1)--BL(BLOCK U)--SNUM(686)--SLEV(0),2022-05-12 13:51:00,Accept,"10.3xxxx8, 9.84xxxx",Muda Lawal Market,Closed Shop,SECTION A,LINE 1,BLOCK U,686,10.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,9:00 AM,5:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,TRUE,"Insurance (Health, Auto, Building or Contents)",Healthcare,Education,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.3,9.84
OYG--SEC(SECTION B)--LIN(LINE 2)--BL(26)--SNUM(683)--SLEV(0),2022-03-07 16:21:00,Accept,"6.47xxxx, 3.38xxxx",Onyingbo (White Sand),Open Stall,SECTION B,LINE 2,26,683,61.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Food provision and foods perishable items,Owner,1 to 2,8:00 AM,5:00 PM,FALSE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,None,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.47,3.38
PTK--SEC(SECTION C)--LIN(LINE 1)--BL(BLOCK BQ)--SNUM(BQ3403)--SLEV(0),2022-06-15 12:19:39,Accept,"10.5xxxx3, 7.41xxxx",Panteka Market,Closed Shop,SECTION C,LINE 1,BLOCK BQ,BQ3403,40.0,GROUND FLOOR,UNDER CONSTRUCTION,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.5,7.41
KRM--SEC(SECTION E)--LIN(LINE 2)--BL(BLOCK 100)--SNUM(6714)--SLEV(GROUND FLOOR),2022-05-23 15:29:59,Accept,"12.0xxxx8, 8.51xxxx",Kurmi Market / Kurumi Market,Open Stall,SECTION E,LINE 2,BLOCK 100,6714,55.0,GROUND FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,12.0,8.51
PTK--SEC(SECTION C)--LIN(LINE 2)--BL(BLOCK BF)--SNUM(BF2895)--SLEV(0),2022-06-13 12:39:13,Accept,"10.5xxxx3, 7.41xxxx",Panteka Market,Closed Shop,SECTION C,LINE 2,BLOCK BF,BF2895,3.0,GROUND FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.5,7.41
MDA--SEC(SECTION D)--LIN(LINE 1)--BL(BLOCK AAW)--SNUM(2843)--SLEV(0),2022-05-11 15:32:00,Accept,"10.3xxxx8, 9.84xxxx",Muda Lawal Market,Closed Shop,SECTION D,LINE 1,BLOCK AAW,2843,3.0,GROUND FLOOR,UNOCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.3,9.84
SBG--SEC(SECTION F)--LIN(LINE 1)--BL(FE)--SNUM(8421)--SLEV(0),2022-06-04 13:00:00,Accept,"11.1xxxx6, 7.72xxxx",Sabongari Zaria,Closed Shop,SECTION F,LINE 1,FE,8421,18.0,GROUND FLOOR,UNDER CONSTRUCTION,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,11.1,7.72
KRM--SEC(SECTION F)--LIN(LINE 2)--BL(BLOCK 108)--SNUM(7206)--SLEV(GROUND FLOOR),2022-05-24 12:14:23,Accept,"12.0xxxx8, 8.51xxxx",Kurmi Market / Kurumi Market,Closed Shop,SECTION F,LINE 2,BLOCK 108,7206,12.0,GROUND FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,12.0,8.51
FTU--SEC(SECTION E)--LIN(LINE 1)--BL(MASKA BLOCK)--SNUM(3073)--SLEV(0),2022-09-19 17:26:32,Accept,"11.5xxxx2, 7.33xxxx",Funtua Central Market,Open Stall,SECTION E,LINE 1,MASKA BLOCK,3073,1.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Food provision and foods perishable items,Owner,4,8:00 AM,7:00 PM,FALSE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,None,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,11.5,7.33
Margaret--SEC(D)--LIN(3)--BL(8)--SNUM(4343)--SLEV(0),2022-04-08 11:39:00,Accept,"6.31xxxx, 8.12xxxx",Margaret Umahi Market,Closed Shop,SECTION D,3,8,4343,9.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Sales Boy/Girl,3 to 5,8:00 AM,6:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,"Quickteller , Remitta , OTHERS",FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.31,8.12
Onitsha--SEC(A)--LIN(20)--BL(2)--SNUM(8156)--SLEV(GROUND FLOOR),2022-05-24 12:43:42,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,SECTION A,20,2,8156,255.0,GROUND FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
WTI--SEC(SECTION E)--LIN(LINE 2)--BL(BLOCK AAR)--SNUM(3331)--SLEV(0),2022-05-13 13:11:01,Accept,"10.3xxxx5, 9.84xxxx",Wunti Market,Closed Shop,SECTION E,LINE 2,BLOCK AAR,3331,29.0,GROUND FLOOR,LOCKED UP,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.3,9.84
SBG--SEC(SECTION F)--LIN(LINE 2)--BL(FI)--SNUM(8631)--SLEV(0),2022-05-31 12:51:38,Accept,"11.1xxxx6, 7.72xxxx",Sabongari Zaria,Open Stall,SECTION F,LINE 2,FI,8631,10.0,GROUND FLOOR,UNOCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,11.1,7.72
MKD--SEC(B)--LIN(7)--BL(1)--SNUM(866)--SLEV(0),2022-03-26 15:49:40,Accept,"7.72xxxx, 8.49xxxx",Makurdi Modern Market,Closed Shop,SECTION B,7,1,866,51.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,FALSE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,7.72,8.49
FTU--SEC(SECTION A)--LIN(LINE 2)--BL(BLOCK C)--SNUM(161)--SLEV(0),2023-04-08 12:47:00,Accept,"11.5xxxx2, 7.33xxxx",Funtua Central Market,Closed Shop,SECTION A,LINE 2,BLOCK C,161,21.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Food provision and foods perishable items,Owner,01-Feb,7:00 AM,10:00 PM,TRUE,Ecobank Nigeria Plc,First City Monument Bank Plc,True,PAGA,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,11.5,7.33
ABG--SEC(SECTION BA)--LIN(LINE 1)--BL(BLOCK BA15)--SNUM(BA859)--SLEV(0),2022-06-01 08:59:00,Accept,"10.5xxxx3, 7.42xxxx",Abubakar Gumi Central Market,Closed Shop,SECTION BA,LINE 1,BLOCK BA15,BA859,23.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,9:00 AM,6:00 PM,TRUE,Guaranty Trust Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,True,True,True,Monthly,2000.0,48.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.5,7.42
WTI--SEC(SECTION E)--LIN(LINE 2)--BL(BLOCK AAY)--SNUM(3635)--SLEV(0),2022-05-16 11:33:04,Accept,"10.3xxxx5, 9.84xxxx",Wunti Market,Open Stall,SECTION E,LINE 2,BLOCK AAY,3635,12.0,GROUND FLOOR,LOCKED UP,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.3,9.84
TSH--SEC(SECTION C)--LIN(LINE  8)--BL(BLOCK Z)--SNUM(1368)--SLEV(0),2022-04-15 12:03:06,Accept,"10.2xxxx3, 11.1xxxx2",Tshon Kasuwa,Closed Shop,SECTION C,LINE  8,BLOCK Z,1368,9.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,"Cosmetics, Salon and hairdressing",Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.2,11.1
OTK--SEC(C)--LIN(8)--BL(27)--SNUM(2069)--SLEV(0),2022-03-28 11:43:32,Accept,"7.19xxxx, 8.13xxxx",Otukpo Main Market,Closed Shop,SECTION C,8,27,2069,43.0,GROUND FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,7.19,8.13
ABG--SEC(SECTION BD)--LIN(LINE 2)--BL(BLOCK BD76)--SNUM(BD4194)--SLEV(0),2022-06-02 06:36:00,Accept,"10.5xxxx3, 7.42xxxx",Abubakar Gumi Central Market,Closed Shop,SECTION BD,LINE 2,BLOCK BD76,BD4194,12.0,GROUND FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.5,7.42
KSC--SEC(SECTION A)--LIN(2)--BL(4)--SNUM(71)-SLEV(THIRD FLOOR),2023-06-27 14:45:50,Accept,"6.60xxxx, 3.38xxxx",Ketu Shopping Complex,Closed Shop,SECTION A,2,4,71,21.0,THIRD FLOOR,LOCKED UP,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.6,3.38
AkpaAndem--SEC(A)--LIN(3)--BL(3)--SNUM(2108)--SLEV(0),2022-03-30 12:34:09,Accept,"5.01xxxx, 7.92xxxx",Akpan Andem Market,Open Stall,SECTION A,3,3,2108,219.0,GROUND FLOOR,SHED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.01,7.92
OKJ--SEC(SECTION G)--LIN(LINE 2)--BL(14)--SNUM(3233)--SLEV(0),2022-05-19 12:47:10,Accept,"6.81xxxx, 3.93xxxx",Oke-Aje Market,Closed Shop,SECTION G,LINE 2,14,3233,1.0,GROUND FLOOR,LOCKED UP,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.81,3.93
KTS--SEC(SECTION B)--LIN(LINE 2)--BL(BLOCK 22)--SNUM(2817)--SLEV(0),2022-05-23 12:57:29,Accept,"12.9xxxx6, 7.60xxxx",Katsina Central Market,Closed Shop,SECTION B,LINE 2,BLOCK 22,2817,379.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,FROZEN FOODS,Owner,1,8:00 AM,8:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,12.9,7.6
KRM--SEC(SECTION C)--LIN(LINE 1)--BL(BLOCK 34)--SNUM(2731)--SLEV(GROUND FLOOR),2022-05-23 09:44:33,Accept,"12.0xxxx8, 8.51xxxx",Kurmi Market / Kurumi Market,Closed Shop,SECTION C,LINE 1,BLOCK 34,2731,6.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Textile,Owner,3,9:00 AM,6:00 PM,TRUE,FIRST BANK NIGERIA LIMITED,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,12.0,8.51
Onitsha--SEC(B)--LIN(14)--BL(2)--SNUM(16917)--SLEV(FIRST FLOOR),2022-05-25 07:42:42,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,SECTION B,14,2,16917,344.0,FIRST FLOOR,OCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,3 to 5,8:00 AM,6:00 PM,TRUE,Ecobank Nigeria Plc,Ecobank Nigeria Plc,False,Remitta,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
GDU--SEC(SECTION B)--LIN(2)--BL(1)--SNUM(58)--SLEV(0),2022-08-16 12:33:58,Accept,"8.99xxxx, 7.47xxxx",Gudu Market,Closed Shop,SECTION B,2,1,58,5.0,GROUND FLOOR,WAREHOUSE,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,8.99,7.47
BBK--SEC(A)--LIN(1)--BL(4)--SNUM(762)-SLEV(GROUND FLOOR),2023-06-05 14:20:00,Accept,"8.48xxxx, 4.53xxxx",Baboko Market,Closed Shop,SECTION A,1,4,762,21.0,GROUND FLOOR,LOCKED UP,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,8.48,4.53
BBK--SEC(B)--LIN(1)--BL(1)--SNUM(1170)-SLEV(GROUND FLOOR),2023-06-07 11:57:00,Accept,"8.48xxxx, 4.53xxxx",Baboko Market,Closed Shop,SECTION B,1,1,1170,21.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Traditional Accessories,Owner,01-Feb,10:00 AM,6:00 PM,TRUE,Guaranty Trust Bank Plc,FIRST BANK NIGERIA LIMITED,True,None,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,8.48,4.53
GKM--SEC(B)--LIN(20)--BL(2)--SNUM(1483)--SLEV(0),2022-03-25 14:22:23,Accept,"7.32xxxx, 9.00xxxx",Gboko Main Market,Closed Shop,SECTION B,20,2,1483,4.0,GROUND FLOOR,LOCKED UP,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,7.32,9.0
KTS--SEC(SECTION B)--LIN(LINE 2)--BL(BLOCK 14)--SNUM(2334)--SLEV(0),2022-05-23 12:57:10,Accept,"12.9xxxx6, 7.60xxxx",Katsina Central Market,Open Stall,SECTION B,LINE 2,BLOCK 14,2334,21.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Religious Center,Sales Boy/Girl,1 to 2,9:00 AM,6:00 PM,FALSE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,12.9,7.6
MDA--SEC(SECTION E)--LIN(LINE 2)--BL(BLOCK AAAAI)--SNUM(4391)--SLEV(0),2022-05-16 11:28:18,Accept,"10.3xxxx8, 9.84xxxx",Muda Lawal Market,Open Stall,SECTION E,LINE 2,BLOCK AAAAI,4391,5.0,GROUND FLOOR,UNDER CONSTRUCTION,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.3,9.84
Aria--SEC(A)--LIN(1)--BL(2)--SNUM(970)--SLEV(0),2022-03-31 09:47:51,Accept,"6.45xxxx, 7.48xxxx",Aria New Market,Open Stall,SECTION A,1,2,970,81.0,GROUND FLOOR,LOCKED UP,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.45,7.48
KRM--SEC(SECTION C)--LIN(LINE 1)--BL(BLOCK 46)--SNUM(3334)--SLEV(GROUND FLOOR),2022-05-25 11:38:54,Accept,"12.0xxxx8, 8.51xxxx",Kurmi Market / Kurumi Market,Closed Shop,SECTION C,LINE 1,BLOCK 46,3334,2.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,"Lighting, electrical and communications items",Owner,3 to 5,8:00 AM,6:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,True,True,True,Monthly,1000.0,45.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Charging Points,Computer,12.0,8.51
